Chromosome,Start,Stop,Gene
chr10,71911713,71930228,SAR1A
chr10,72014713,72043440,NPFFR1
chr10,72194585,72196314,AC022532.1
chr10,72533980,72543135,TBATA
chr10,73156691,73407219,CDH23
chr10,73576058,73611082,PSAP
chr10,73818793,73848790,SPOCK2
chr10,73857012,73976892,ASCC1
chr10,74092588,74114907,DNAJB12
chr10,74127098,74385899,MICU1
chr10,74452377,74647450,MCU
chr10,74766982,74856732,P4HA1
chr10,74870280,74890957,NUDT13
chr10,74894283,74927853,ECD
chr10,75006510,75012390,MRPS16
chr10,75006946,75036742,DNAJC9-AS1
chr10,75013517,75118617,TTC18
chr10,75135847,75173816,ANXA7
chr10,75183339,75193319,MSS51
chr10,75196564,75255782,PPP3CB
chr10,75257298,75335433,USP54
chr10,75434033,75457554,AGAP5
chr10,75504120,75531016,SEC24C
chr10,75531935,75532378,AC022400.2
chr10,75532049,75535273,FUT11
chr10,75545420,75561550,ZSWIM8
chr10,75561674,75571589,NDST2
chr10,75572259,75634343,CAMK2G
chr10,75670862,75677254,PLAU
chr10,75669736,75676400,C10orf55
chr10,75757872,75879910,VCL
chr10,75910960,76468457,ADK
chr10,76854193,76868970,DUSP13
chr10,76871393,76941881,SAMD8
chr10,76970587,76991204,VDAC2
chr10,77158251,77161590,ZNF503
chr10,78647024,79397400,KCNMA1
chr10,79550551,79686378,DLG5
chr10,79626633,79629368,AL391421.1
chr10,79793518,79816570,RPS24
chr10,81065975,81072506,ZMIZ1
chr10,81107227,81114230,PPIF
chr10,81316344,81320153,SFTPA2
chr10,81370695,81374798,SFTPA1
chr10,81462983,81472688,NUTM2B
chr10,81601114,81610628,NUTM2E
chr10,81838426,81850168,TMEM254
chr10,81915514,81965314,ANXA11
chr10,82009466,82013395,AL359195.1
chr10,82097970,82116511,DYDC1
chr10,82116053,82127037,DYDC2
chr10,82298088,82406316,SH2D4B
chr10,84559498,84745590,NRG3
chr10,85961658,85977119,CDHR1
chr10,85981048,85985345,LRIT2
chr10,86004835,86019715,RGR
chr10,86088419,86274162,CCSER2
chr10,87361734,87551316,GRID1
chr10,88196770,88230766,WAPAL
chr10,88414314,88426212,OPN4
chr10,88428206,88495825,LDB3
chr10,88810247,88853827,GLUD1
chr10,88854953,88951220,FAM35A
chr10,89117425,89126948,NUTM2D
chr10,89267590,89313217,MINPP1
chr10,89419476,89507460,PAPSS2
chr10,89514003,89552514,ATAD1
chr10,89618918,89623194,KLLN
chr10,90034718,90342947,RNLS
chr10,90424198,90438568,LIPF
chr10,90562705,90580303,LIPM
chr10,91158562,91163607,IFIT1
chr10,91174519,91178576,IFIT5
chr10,91190051,91295313,SLC16A12
chr10,91342746,91403648,PANK1
chr10,91461367,91534700,KIF20B
chr10,92500578,92617671,HTR7
chr10,92631709,92668312,RPP30
chr10,92979908,92987131,PCGF5
chr10,93170096,93274518,HECTD2
chr10,93756147,93788887,BTAF1
chr10,94211441,94257518,IDE
chr10,94590935,94818347,EXOC6
chr10,95066187,95242074,MYOF
chr10,95429381,95462325,FRA10AC1
chr10,95517566,95557916,LGI1
chr10,95653730,95662490,SLC35G1
chr10,95753746,96088149,PLCE1
chr10,96075004,96112733,NOC3L
chr10,96305574,96361855,HELLS
chr10,96443251,96495945,CYP2C18
chr10,96796741,96829254,CYP2C8
chr10,96953957,96988685,C10orf129
chr10,97071531,97321135,SORBS1
chr10,97423153,97453900,TCTN3
chr10,97515409,97637023,ENTPD1
chr10,97733786,97792432,CC2D2B
chr10,97803340,97820623,CCNJ
chr10,97951463,98031333,BLNK
chr10,98064085,98098300,DNTT
chr10,98102973,98119092,OPALIN
chr10,98592017,98724188,LCOR
chr10,98757795,99052384,ARHGAP19
chr10,99116459,99161127,RRP12
chr10,99179228,99185831,AL355490.1
chr10,99205947,99217124,ZDHHC16
chr10,99218083,99258151,MMS19
chr10,99332198,99343616,ANKRD2
chr10,99344131,99433667,PI4K2A
chr10,99374312,99393344,MORN4
chr10,99496878,99520663,ZFYVE27
chr10,99624758,99790585,CRTAC1
chr10,99627889,99631294,GOLGA7B
chr10,99894387,100004321,R3HCC1L
chr10,100219331,100995559,HPSE2
chr10,101089145,101154085,CNNM1
chr10,101157220,101190202,GOT1
chr10,101635334,101769676,DNMBP
chr10,101992055,102027437,CWF19L1
chr10,102047903,102090243,PKD2L1
chr10,102259884,102279595,SEC31B
chr10,102267203,102289638,NDUFB8
chr10,102505468,102589698,PAX2
chr10,102741134,102747272,MRPL43
chr10,102790996,102800997,SFXN3
chr10,102882536,102883624,HUG1
chr10,103113859,103317054,BTRC
chr10,103330406,103348654,DPCD
chr10,103338641,103347883,POLL
chr10,103544200,103578222,MGEA5
chr10,103585732,103603677,KCNIP2
chr10,103867340,103880210,LDB1
chr10,103892797,103909977,PPRC1
chr10,103911933,103923627,NOLC1
chr10,104162376,104179691,PSD
chr10,104179571,104182893,FBXL15
chr10,104221149,104236005,TMEM180
chr10,104240331,104262482,ACTR1A
chr10,104503727,104575997,WBP1L
chr10,104678114,104838238,CNNM2
chr10,104845940,104953056,NT5C2
chr10,105127724,105148818,TAF5
chr10,105208871,105212660,CALHM2
chr10,105315137,105352309,NEURL
chr10,105348285,105452930,SH3PXD2A
chr10,105882005,105885602,SFR1
chr10,105889646,105992120,WDR96
chr10,106013952,106027217,GSTO1
chr10,106028631,106059175,GSTO2
chr10,106071901,106093663,ITPRIP
chr10,106113534,106141931,CCDC147
chr10,106937525,107007093,SORCS3
chr10,108336964,108924284,SORCS1
chr10,111624524,111683311,XPNPEP1
chr10,111702418,111713633,RP11-451M19.3
chr10,112631596,112659763,PDCD4
chr10,112679301,112773422,SHOC2
chr10,114135956,114188137,ACSL5
chr10,114710009,114927437,TCF7L2
chr10,115310596,115349361,HABP2
chr10,115348584,115423805,NRAP
chr10,115439426,115490662,CASP7
chr10,115511213,115542191,PLEKHS1
chr10,115674530,115676949,AL162407.1
chr10,115884688,115904361,C10orf118
chr10,115939029,115992063,TDRD1
chr10,115999018,116049751,VWA2
chr10,116055531,116164260,AFAP1L2
chr10,116190872,116444414,ABLIM1
chr10,117059741,117704546,ATRNL1
chr10,117816444,118032796,GFRA1
chr10,118350490,118353854,PNLIPRP1
chr10,118609023,118642017,ENO4
chr10,118643742,118765088,KIAA1598
chr10,119768509,119805674,RAB11FIP2
chr10,120352916,120355160,PRLHR
chr10,120453236,120514758,CACUL1
chr10,120795305,120840031,EIF3A
chr10,120863600,120896139,FAM45A
chr10,120900442,120925175,SFXN4
chr10,120927215,120938345,PRDX3
chr10,121137949,121214630,GRK5
chr10,121259340,121296045,RGS10
chr10,121334928,121356541,TIAL1
chr10,121485609,121558833,INPP5F
chr10,121652242,121700246,SEC23IP
chr10,122216466,122349367,PPAPDC1A
chr10,123237848,123356159,FGFR2
chr10,123502456,123688316,ATE1
chr10,123719613,123734273,NSMCE4A
chr10,123781451,124014055,TACC2
chr10,124030821,124097676,BTBD16
chr10,124145585,124189638,PLEKHA1
chr10,124320181,124403252,DMBT1
chr10,124591675,124605691,CUZD1
chr10,124739930,124749908,PSTK
chr10,124913909,124923641,BUB3
chr10,125767186,125806241,CHST15
chr10,126085872,126107545,OAT
chr10,126135998,126138550,NKX1-2
chr10,127512115,127530506,BCCIP
chr10,127524909,127569884,DHX32
chr10,127585108,127698159,FANK1
chr10,128113578,128210010,C10orf90
chr10,129347613,129350935,NPS
chr10,129785577,129866472,PTPRE
chr10,131308884,131309525,AL355531.2
chr10,133604734,133622535,AL450307.1
chr10,133753533,133770019,PPP2R2D
chr10,133783191,133795427,BNIP3
chr10,134000404,134019266,DPYSL4
chr10,134021120,134145326,STK32C
chr10,134145614,134166899,LRRC27
chr10,134210702,134231334,PWWP2B
chr10,134258693,134262890,C10orf91
chr10,134621897,134671236,TTC40
chr10,134973971,135039916,KNDC1
chr10,135093136,135122382,TUBGCP2
chr10,135122914,135166033,ZNF511
chr10,135160844,135166187,PRAP1
chr10,135168658,135171529,FUOM
chr10,135192695,135205195,PAOX
chr10,135192720,135193102,AL360181.1
chr10,135207713,135233723,MTG1
chr10,135340867,135352620,CYP2E1
chr10,135341026,135342661,AL161645.2
chr10,135367404,135382876,SYCE1
chr11,196761,198135,ODF3
chr11,405903,417325,SIGIRR
chr11,532243,535550,HRAS
chr11,612555,615999,IRF7
chr11,616565,625067,CDHR5
chr11,644233,695162,DEAF1
chr11,770208,777487,PDDC1
chr11,832952,838834,CD151
chr11,867357,914682,CHID1
chr11,925881,1010917,AP2A2
chr11,1074902,1093653,MUC2
chr11,1151627,1162360,MUC5AC
chr11,1244296,1283406,MUC5B
chr11,1296886,1330853,TOLLIP
chr11,1295809,1296033,AC136297.1
chr11,1411131,1482944,BRSK2
chr11,1575281,1587166,DUSP8
chr11,1848709,1857516,SYT8
chr11,1860927,1862910,TNNI2
chr11,1940799,1959935,TNNT3
chr11,2150348,2170833,IGF2
chr11,2185160,2193025,TH
chr11,2423523,2425105,TSSC4
chr11,2425748,2444275,TRPM5
chr11,3011093,3012563,AC131971.1
chr11,3022160,3078648,CARS
chr11,3109146,3186530,OSBPL5
chr11,3249041,3253616,MRGPRE
chr11,3380011,3394821,ZNF195
chr11,3696241,3819022,NUP98
chr11,3819132,3847580,PGAP2
chr11,4116073,4160105,RRM1
chr11,4406158,4414926,TRIM21
chr11,4615037,4616243,OR52I1
chr11,4711988,4713394,OR51C1P
chr11,5009424,5013657,MMP26
chr11,4790209,4791168,OR51F1
chr11,4824663,4825847,OR52R1
chr11,4903049,4904113,OR51T1
chr11,5172661,5173599,OR52A1
chr11,5274432,5276041,HBG2
chr11,5289584,5291388,HBE1
chr11,5653562,5665623,TRIM6-TRIM34
chr11,5684425,5706339,TRIM5
chr11,5862186,5863182,OR52E6
chr11,6149840,6150706,AC111177.1
chr11,6173006,6173818,AC022762.1
chr11,6411655,6416225,SMPD1
chr11,6416355,6440300,APBB1
chr11,6469847,6495214,TRIM3
chr11,6497964,6502573,ARFIP2
chr11,6518526,6593252,DNHD1
chr11,6624961,6632102,ILK
chr11,6866883,6867927,OR10A5
chr11,7020594,7041466,ZNF214
chr11,7260099,7335427,SYT9
chr11,7687115,7694729,CYB5R2
chr11,7749632,7750935,OR10AB1P
chr11,8008437,8017716,EIF3F
chr11,8127597,8149803,RIC3
chr11,8413418,8615503,STK33
chr11,8633584,8680383,TRIM66
chr11,8714902,8860902,ST5
chr11,8959119,8964580,ASCL3
chr11,9041071,9113150,SCUBE2
chr11,9481747,9482010,AC132192.1
chr11,10471868,10529126,AMPD3
chr11,10594638,10673848,MRVI1
chr11,11747060,11747257,AC131935.1
chr11,11863522,11977952,USP47
chr11,11985978,12030130,DKK3
chr11,12115543,12284466,MICAL2
chr11,12399110,12549812,PARVA
chr11,12695969,12966298,TEAD1
chr11,13299325,13408808,ARNTL
chr11,14299472,14386052,RRAS2
chr11,14515329,14541890,PSMA1
chr11,14988215,14993832,CALCA
chr11,15136484,15268752,INSC
chr11,15987995,16497935,SOX6
chr11,16760194,16777436,C11orf58
chr11,16809215,17035963,PLEKHA7
chr11,17110867,17229530,PIK3C2A
chr11,17316871,17352997,NUCB2
chr11,17414432,17498449,ABCC8
chr11,17568920,17667491,OTOG
chr11,18041196,18062335,TPH1
chr11,18417813,18429765,LDHA
chr11,18501860,18548472,TSG101
chr11,19203578,19223589,CSRP3
chr11,19799013,20143144,NAV2
chr11,20691129,21596877,NELL1
chr11,22646860,22647369,AC103801.2
chr11,22696319,22834537,GAS2
chr11,26210829,26682227,ANO3
chr11,26580580,26588775,MUC15
chr11,27062509,27149354,BBOX1
chr11,27676440,27722600,BDNF
chr11,28129798,28355054,METTL15
chr11,30904988,31014233,DCDC1
chr11,31391404,31449511,DNAJC24
chr11,33080518,33127488,TCP11L1
chr11,33721108,33722286,C11orf91
chr11,33902189,33903338,AC132216.1
chr11,34172535,34378802,ABTB2
chr11,34896736,34937883,APIP
chr11,35150091,35150215,AL356215.1
chr11,35160717,35251015,CD44
chr11,35453378,35547151,PAMR1
chr11,36397535,36486753,PRR5L
chr11,36616067,36694823,C11orf74
chr11,43902395,43918890,ALKBH3
chr11,43946892,43964823,C11orf96
chr11,44087875,44098953,ACCS
chr11,44117747,44266979,EXT2
chr11,44785976,44953972,TSPAN18
chr11,45115564,45246903,PRDM11
chr11,45944243,45949384,GYLTL1B
chr11,45950871,46142985,PHF21A
chr11,46299228,46342970,CREB3L1
chr11,46366987,46402104,DGKZ
chr11,46638826,46696367,ATG13
chr11,46765086,46867843,CKAP5
chr11,46958248,47183462,C11orf49
chr11,47185848,47198430,ARFGAP2
chr11,47236493,47260767,DDB2
chr11,47261436,47270365,ACP2
chr11,47352957,47374253,MYBPC3
chr11,47487496,47510576,CELF1
chr11,47599277,47599823,KBTBD4
chr11,47608198,47610746,FAM180B
chr11,47639865,47664086,MTCH2
chr11,47681145,47736302,AGBL2
chr11,49050504,49059579,TRIM49B
chr11,49168188,49230154,FOLH1
chr11,56408942,56409947,OR5AP2
chr11,57308979,57318108,SMTNL1
chr11,57412561,57415813,YPEL4
chr11,57510990,57519253,BTBD18
chr11,57520762,57585917,CTNND1
chr11,58378589,58378759,AP001350.1
chr11,58672897,58676071,AP001652.1
chr11,58874658,58894883,FAM111B
chr11,59480929,59570176,STX3
chr11,59596748,59612972,GIF
chr11,59705928,59712807,OOSP1
chr11,59824101,59838587,MS4A3
chr11,59939081,59950674,MS4A6A
chr11,59968726,60010561,MS4A4E
chr11,60048129,60076441,MS4A4A
chr11,60163980,60183766,MS4A14
chr11,60229654,60238225,MS4A1
chr11,60260251,60274893,MS4A12
chr11,60496789,60511239,MS4A18
chr11,60739115,60787846,CD6
chr11,60989818,61018929,PGA4
chr11,61067248,61100525,DDB1
chr11,61116226,61129755,CYB561A3
chr11,61541443,61547759,MYRF
chr11,61641273,61658926,FADS3
chr11,61717356,61731935,BEST1
chr11,61735453,61736755,AP003733.1
chr11,62104923,62157298,ASRGL1
chr11,62327075,62342401,EEF1G
chr11,62342517,62359109,TUT1
chr11,62393274,62414081,GANAB
chr11,62439126,62441159,C11orf83
chr11,62457747,62477046,BSCL2
chr11,62495584,62503691,TTC9C
chr11,62559598,62572964,NXF1
chr11,62574891,62599523,STX5
chr11,62600384,62607133,WDR74
chr11,62623518,62656352,SLC3A2
chr11,62921972,63137190,SLC22A10
chr11,62933986,62995986,SLC22A25
chr11,63137261,63177710,SLC22A9
chr11,63305868,63313929,RARRES3
chr11,63341946,63381941,PLA2G16
chr11,63391560,63439187,ATL3
chr11,63448922,63527337,RTN3
chr11,63606400,63678491,MARK2
chr11,63706468,63722147,NAA40
chr11,63753484,63765175,OTUB1
chr11,63991272,63993726,TRPT1
chr11,64052283,64056972,GPR137
chr11,64067863,64072238,TEX40
chr11,64111646,64124958,CCDC88B
chr11,64126646,64139686,RPS6KA4
chr11,64358282,64369820,SLC22A12
chr11,64373648,64490660,NRXN2
chr11,64532565,64546241,SF1
chr11,64570996,64578766,MEN1
chr11,64662007,64684722,ATG2A
chr11,64705703,64739557,C11orf85
chr11,64808376,64812299,SAC3D1
chr11,64812297,64826009,NAALADL1
chr11,64834081,64835205,CDCA5
chr11,64879350,64883856,TM7SF2
chr11,65029433,65063681,POLA2
chr11,65142663,65150142,SLC25A45
chr11,65222728,65234028,AP000769.1
chr11,65292584,65306172,SCYL1
chr11,65306523,65325236,LTBP3
chr11,65358665,65359947,AP001362.1
chr11,65408299,65418351,SIPA1
chr11,65622308,65625804,CFL1
chr11,66025174,66035330,KLC2
chr11,66099555,66103877,RIN1
chr11,66278106,66290961,BBS1
chr11,66384097,66413938,RBM4
chr11,66452721,66488870,SPTBN2
chr11,66512207,66610987,C11orf80
chr11,66615997,66725847,PC
chr11,67007518,67023822,KDM2A
chr11,66963391,66964638,AP001885.1
chr11,67056762,67069954,ANKRD13D
chr11,67171412,67177557,TBC1D10C
chr11,67183149,67193076,CARNS1
chr11,67205519,67211263,CORO1B
chr11,67259240,67272843,PITPNM1
chr11,67758575,67771593,UNC93B1
chr11,67776048,67796741,ALDH3B1
chr11,68228186,68382797,PPP6R3
chr11,68522090,68609399,CPT1A
chr11,69587254,69587718,AP001888.1
chr11,69924664,70035633,ANO1
chr11,70266600,70282087,CTTN
chr11,70313961,70507923,SHANK2
chr11,71187685,71212579,NADSYN1
chr11,71276634,71279980,KRTAP5-10
chr11,71292956,71318487,AP000867.1
chr11,71640102,71708641,RNF121
chr11,71710109,71713572,IL18BP
chr11,71791382,71821828,LRTOMT
chr11,71846771,71850934,FOLR3
chr11,71935825,71950149,INPPL1
chr11,72004347,72145426,CLPB
chr11,72287186,72379385,PDE2A
chr11,72396115,72438173,ARAP1
chr11,73388444,73471138,RAB6A
chr11,73498917,73576178,MRPL48
chr11,73598108,73638770,PAAF1
chr11,73711333,73720282,UCP3
chr11,73724430,73882064,C2CD3
chr11,74699743,74718129,NEU3
chr11,74862040,74917444,SLCO2B1
chr11,74976482,75062873,ARRB1
chr11,75133440,75141674,KLHL35
chr11,75145686,75236867,GDPD5
chr11,75479899,75512579,DGAT2
chr11,75826957,75852704,UVRAG
chr11,76156069,76262586,C11orf30
chr11,76571987,76731842,ACER3
chr11,76745435,76753003,B3GNT6
chr11,77184416,77188074,DKFZP434E1119
chr11,77377275,77531880,RSF1
chr11,77589768,77622200,INTS4
chr11,77907843,77925465,USP35
chr11,82535832,82612733,PRCP
chr11,82612740,82645377,C11orf82
chr11,83170109,85309740,DLG2
chr11,85339662,85347532,TMEM126B
chr11,85370767,85375700,CREBZF
chr11,85405267,85522178,SYTL2
chr11,85563600,85565986,AP000974.1
chr11,85566144,85631051,CCDC83
chr11,86085778,86134150,CCDC81
chr11,86152150,86383427,ME3
chr11,86511585,86520169,PRSS23
chr11,86749027,86890366,TMEM135
chr11,88237744,88796816,GRM5
chr11,89059515,89322779,NOX4
chr11,89443467,89451040,TRIM77
chr11,89644590,89653576,TRIM49D1
chr11,89764274,89806558,TRIM49C
chr11,92085262,92629618,FAT3
chr11,93063883,93171634,CCDC67
chr11,93394816,93463522,KIAA1731
chr11,93474835,93495451,C11orf54
chr11,94501508,94609918,AMOTL1
chr11,94915322,94964246,SESN3
chr11,95523642,95565854,CEP57
chr11,96085939,96123076,CCDC82
chr11,96123158,96126727,JRKL
chr11,99426946,100226951,CNTN5
chr11,100558407,100861656,ARHGAP42
chr11,101827158,101868759,KIAA1377
chr11,101981210,102104154,YAP1
chr11,104864967,104893895,CASP5
chr11,104896248,104972158,CASP1
chr11,105480800,105852819,GRIA4
chr11,107216190,107328572,CWF19L2
chr11,107462471,107463949,AP000889.3
chr11,107582998,107595135,AP002353.1
chr11,107643129,107647344,AP001024.2
chr11,107650219,107652316,AP001024.1
chr11,107663324,107729520,SLC35F2
chr11,108093559,108239826,ATM
chr11,108130255,108136480,AP001925.1
chr11,108253727,108338258,C11orf65
chr11,108348763,108362231,KDELC2
chr11,108376159,108422932,EXPH5
chr11,110102276,110150443,RDX
chr11,110447766,110561721,ARHGAP20
chr11,111166829,111167203,C11orf92
chr11,111411445,111432264,LAYN
chr11,111611779,111637092,PPP2R1B
chr11,111745483,111749811,FDXACB1
chr11,111783460,111789574,HSPB2
chr11,111807927,111893305,DIXDC1
chr11,111896320,111933585,DLAT
chr11,111934737,111944895,PIH1D2
chr11,111955541,111957522,TIMM8B
chr11,112118876,112131583,C11orf34
chr11,112130988,112132117,AP002884.2
chr11,113067915,113114341,NCAM1
chr11,113185305,113239065,TTC12
chr11,113280318,113346001,DRD2
chr11,113668598,113746256,USP28
chr11,113845797,113861032,HTR3A
chr11,114392438,114421923,NXPE1
chr11,116660089,116663136,APOA5
chr11,116714120,116968993,SIK3
chr11,117015000,117047590,PAFAH1B2
chr11,117049910,117068011,SIDT2
chr11,117075790,117094884,PCSK7
chr11,117104980,117156392,RNF214
chr11,117160282,117166263,BACE1
chr11,117707693,117747746,FXYD6
chr11,117857109,117870613,IL10RA
chr11,118215059,118224497,CD3G
chr11,118307228,118395411,MLL
chr11,118398187,118401912,TTC36
chr11,118401907,118405350,TMEM25
chr11,118528942,118550381,TREH
chr11,118919072,118927850,HYOU1
chr11,118967345,118972588,DPAGT1
chr11,119027590,119027930,AP002956.1
chr11,119039440,119054723,NLRX1
chr11,119056872,119060932,PDZD3
chr11,119060965,119066584,CCDC153
chr11,119179696,119184795,MCAM
chr11,119209652,119217383,C1QTNF5
chr11,119209652,119217383,MFRP
chr11,119982713,119999577,TRIM29
chr11,120107349,120189412,POU2F3
chr11,120207946,120360645,ARHGEF12
chr11,120329880,120330047,AP000758.1
chr11,120382511,120385732,AP002348.1
chr11,120973375,121061515,TECTA
chr11,122753473,122830429,C11orf63
chr11,123396528,123493518,GRAMD1B
chr11,123499897,123525315,SCN3B
chr11,123986111,124017616,VWA5A
chr11,124492793,124502331,TBRG1
chr11,124505694,124543763,SIAE
chr11,124622026,124632186,ESAM
chr11,124747284,124751359,ROBO3
chr11,124933013,124956127,SLC37A2
chr11,124966398,124973205,TMEM218
chr11,125034650,125301656,PKNOX2
chr11,125439298,125454574,EI24
chr11,125495875,125525401,CHEK1
chr11,125542230,125550942,ACRV1
chr11,125763381,125773116,PUS3
chr11,126139066,126147735,FOXRED1
chr11,126225587,126284513,ST3GAL4
chr11,126294200,126310453,KIRREL3
chr11,128328656,128392205,ETS1
chr11,128562389,128683161,FLI1
chr11,128805272,128812822,TP53AIP1
chr11,129733671,129762904,NFRKB
chr11,129936836,129944012,AP003041.2
chr11,129939789,130013417,APLP2
chr11,130096579,130184507,ZBTB44
chr11,130747925,130780268,SNX19
chr11,131240702,132205040,NTM
chr11,132290087,132812987,OPCML
chr11,133785185,133826880,IGSF9B
chr11,133938820,134021636,JAM3
chr11,134123442,134132852,ACAD8
chr11,134201768,134246215,GLB1L2
chr11,134248400,134281812,B3GAT1
chr11,134855246,134856693,AP003062.1
chr12,147052,147377,AC026369.1
chr12,176049,287620,IQSEC3
chr12,329789,372039,SLC6A13
chr12,395329,498620,KDM5A
chr12,862089,1020618,WNK1
chr12,1022316,1058835,RAD52
chr12,1136913,1605090,ERC1
chr12,2055318,2113636,DCP1B
chr12,2921851,2933668,ITFG2
chr12,2958397,2966213,AC005841.1
chr12,3186521,3395730,TSPAN9
chr12,3749561,3862366,EFCAB4B
chr12,3916250,3982608,PARP11
chr12,4647950,4669213,RAD51AP1
chr12,4714151,4723325,DYRK4
chr12,4724677,4754343,AKAP3
chr12,4918342,4960277,KCNA6
chr12,5671817,6055398,ANO2
chr12,6204449,6233836,VWF
chr12,6456011,6484390,SCNN1A
chr12,6603265,6640642,NCAPD2
chr12,6647541,6661066,IFFO1
chr12,6679249,6716551,CHD4
chr12,6775643,6798527,ZNF384
chr12,6937572,6949018,LEPREL2
chr12,6976693,6980103,TPI1
chr12,7055773,7070447,PTPN6
chr12,7074848,7079916,PHB2
chr12,7187836,7245131,C1R
chr12,7507559,7596749,CD163L1
chr12,7882011,7902069,CLEC4C
chr12,7966616,7985412,SLC2A14
chr12,8800687,8814700,MFAP5
chr12,8850518,8929787,RIMKLB
chr12,9067316,9094058,PHC1
chr12,9301437,9355001,PZP
chr12,10034088,10048432,KLRF2
chr12,10145664,10151899,CLEC1B
chr12,10332113,10343582,TMEM52B
chr12,10460417,10469850,KLRD1
chr12,10564921,10573149,KLRC3
chr12,10583210,10588592,KLRC2
chr12,10598642,10607215,KLRC1
chr12,10758612,10766193,MAGOHB
chr12,11033610,11036854,PRH1
chr12,11187087,11187275,AC018630.1
chr12,11460017,11463366,PRB4
chr12,11504757,11548500,PRB1
chr12,12224402,12291889,BCL2L14
chr12,12508342,12510001,LOH12CR2
chr12,12629693,12674059,DUSP16
chr12,12813995,12849121,GPR19
chr12,13237042,13256619,GSG1
chr12,13525948,13529364,C12orf36
chr12,14518616,14651697,ATF7IP
chr12,16035325,16056042,STRAP
chr12,16701359,16758081,LMO3
chr12,18414474,18801348,PIK3C2G
chr12,18836116,18890991,PLCZ1
chr12,19282648,19529331,PLEKHA5
chr12,20848289,20906318,SLCO1C1
chr12,20963638,21069658,SLCO1B3
chr12,20968673,21243040,SLCO1B7
chr12,21417535,21487832,SLCO1A2
chr12,21590549,21615061,PYROXD1
chr12,21958108,22089628,ABCC9
chr12,22354076,22487131,ST8SIA1
chr12,22602590,22697426,C2CD5
chr12,23685232,24102637,SOX5
chr12,25055243,25057615,AC026310.1
chr12,25261355,25348096,CASC1
chr12,25348150,25357948,LYRM5
chr12,25381515,25390840,AC087239.1
chr12,27058118,27090905,ASUN
chr12,27397226,27475634,STK38L
chr12,27619743,27655118,SMCO2
chr12,28111017,28124903,PTHLH
chr12,28410133,28703098,CCDC91
chr12,29689064,29937692,TMTC1
chr12,30862488,30907448,CAPRIN2
chr12,31079838,31145058,TSPAN11
chr12,31226779,31257725,DDX11
chr12,31435232,31479070,FAM60A
chr12,31477250,31478879,AC024940.1
chr12,31535157,31653492,DENND5B
chr12,32655104,32791851,FGD4
chr12,32832254,32896590,DNM1L
chr12,33529208,33592581,SYT10
chr12,39687031,39837192,KIF21A
chr12,40019972,40078052,C12orf40
chr12,41302156,41464094,CNTN1
chr12,42550906,42632050,YAF2
chr12,42624050,42628075,AC020629.1
chr12,43816622,43833515,ADAMTS20
chr12,44152747,44183346,IRAK4
chr12,44187528,44200178,TWF1
chr12,44238667,44782455,TMEM117
chr12,44902058,45269437,NELL2
chr12,45609876,45834187,ANO6
chr12,47610052,47630439,PCED1B
chr12,48104231,48111432,ENDOU
chr12,48178706,48179787,AC004466.1
chr12,48235322,48298814,VDR
chr12,48436681,48499619,SENP1
chr12,48592170,48595814,DKFZP779L1853
chr12,48733791,48744674,ZNF641
chr12,48759919,48761738,AC024257.1
chr12,48876286,48890295,C12orf54
chr12,49056367,49076003,KANSL2
chr12,49159975,49177877,ADCY6
chr12,49396058,49412592,PRKAG1
chr12,49490954,49500469,LMBR1L
chr12,49952088,49961914,MCRS1
chr12,49976669,49999410,FAM186B
chr12,50040445,50101197,FMNL3
chr12,50135592,50158717,TMBIM6
chr12,50382945,50419307,RACGAP1
chr12,50524198,50561091,CERS5
chr12,50690489,50691718,AC140061.12
chr12,50720013,50744668,FAM186A
chr12,50794592,50873779,LARP4
chr12,51158263,51213793,ATF1
chr12,51318534,51326300,METTL7A
chr12,51379775,51422058,SLC11A2
chr12,51442110,51454201,LETMD1
chr12,51619860,51620085,AC139768.1
chr12,51632508,51637715,DAZAP2
chr12,51796945,51891646,SLC4A8
chr12,52056548,52202297,SCN8A
chr12,52281793,52285138,ANKRD33
chr12,52404967,52409648,GRASP
chr12,52416616,52452833,NR4A1
chr12,52643084,52702667,KRT86
chr12,52709128,52709790,AC121757.1
chr12,52922915,52922980,AC055736.1
chr12,52979373,52995322,KRT72
chr12,53084588,53097247,KRT77
chr12,53183470,53189892,KRT3
chr12,53200333,53208335,KRT4
chr12,53342655,53346684,KRT18
chr12,53443680,53458155,TENC1
chr12,53551448,53574430,CSAD
chr12,53585110,53601000,ITGB7
chr12,53604835,53625958,RARG
chr12,53645370,53648189,MFSD5
chr12,53835525,53861312,PCBP2
chr12,53905845,53994805,ATF7
chr12,54718923,54744866,COPZ1
chr12,55886147,55887100,OR6C68
chr12,56078373,56101686,ITGA7
chr12,56109820,56113487,BLOC1S1
chr12,56119233,56122910,CD63
chr12,56146366,56211506,SARNP
chr12,56229244,56232320,MMP19
chr12,56347890,56360498,PMEL
chr12,56414832,56430688,IKZF4
chr12,56473951,56496158,ERBB3
chr12,56522051,56538452,ESYT1
chr12,56732663,56734193,IL23A
chr12,56754386,56756607,APOF
chr12,56862301,56864763,SPRYD4
chr12,56871742,56881902,GLS2
chr12,56989380,57030163,BAZ2A
chr12,57106212,57119326,NACA
chr12,57390745,57391335,HBCBP
chr12,57422402,57441614,MYO1A
