Chromosome,Start,Stop,Gene
chr9,8314246,10033790,PTPRD
chr9,12685439,12694303,TYRP1
chr9,12775020,12822130,LURAP1L
chr9,13105703,13279589,MPDZ
chr9,14081847,14313984,NFIB
chr9,14615530,14693469,ZDHHC21
chr9,14719722,14722715,CER1
chr9,14737150,14779531,FREM1
chr9,15171561,15307358,TTC39B
chr9,15422702,15464132,SNAPC3
chr9,15464064,15510993,PSIP1
chr9,15553084,15974037,CCDC171
chr9,16203933,16276311,C9orf92
chr9,16409501,16870704,BNC2
chr9,17134980,17168554,CNTLN
chr9,17579080,17630427,SH3GL2
chr9,18473892,18910948,ADAMTSL1
chr9,18927656,19033186,FAM154A
chr9,19049372,19051019,RRAGA
chr9,19053141,19103117,HAUS6
chr9,19108373,19118444,PLIN2
chr9,19230433,19372596,DENND4C
chr9,19375713,19380252,RPS6
chr9,19409057,19452018,ACER2
chr9,19515978,19786926,SLC24A2
chr9,20341663,20622542,MLLT3
chr9,20658308,20995954,FOCAD
chr9,21003620,21031635,PTPLAD2
chr9,21077104,21077943,IFNB1
chr9,21140631,21142144,IFNW1
chr9,21165636,21166659,IFNA21
chr9,21186617,21187598,IFNA4
chr9,21201468,21202204,IFNA7
chr9,21206180,21207142,IFNA10
chr9,21216372,21217310,IFNA16
chr9,21227242,21228221,IFNA17
chr9,21239201,21239978,IFNA14
chr9,21304613,21305312,IFNA5
chr9,21329670,21335379,KLHL9
chr9,21349834,21351377,IFNA6
chr9,21367371,21368075,IFNA13
chr9,21384254,21385396,IFNA2
chr9,21409146,21410184,IFNA8
chr9,21440440,21441315,IFNA1
chr9,21480841,21482312,IFNE
chr9,21802542,21867077,MTAP
chr9,21802635,22032985,RP11-145E5.5
chr9,21967137,21967738,C9orf53
chr9,21967752,21975097,CDKN2A
chr9,22002902,22009362,CDKN2B
chr9,22446840,22452472,DMRTA1
chr9,23690102,23821273,ELAVL2
chr9,24542950,24545879,IZUMO3
chr9,25676396,25678856,TUSC1
chr9,26840683,26892802,CAAP1
chr9,26904081,26947461,PLAA
chr9,26947037,26988726,IFT74
chr9,26993134,27005691,LRRC19
chr9,27109139,27229685,TEK
chr9,27284659,27297137,EQTN
chr9,27325207,27529779,MOB3B
chr9,27524312,27526496,IFNK
chr9,27546544,27573448,C9orf72
chr9,27948076,28670283,LINGO2
chr9,32384618,32450834,ACO1
chr9,32455703,32526206,DDX58
chr9,32540542,32552551,TOPORS
chr9,32552997,32573160,NDUFB6
chr9,32566787,32568619,GVQW1
chr9,32629452,32635667,TAF1L
chr9,32783497,32787397,TMEM215
chr9,32972604,33001626,APTX
chr9,33025209,33039905,DNAJA1
chr9,33041762,33076657,SMU1
chr9,33110635,33167354,B4GALT1
chr9,33218363,33248550,SPINK4
chr9,33247818,33256804,BAG1
chr9,33264940,33281537,CHMP5
chr9,33290509,33371155,NFX1
chr9,33384948,33386411,AQP7
chr9,33441152,33447609,AQP3
chr9,33461439,33473928,NOL6
chr9,33524392,33572999,ANKRD18B
chr9,33750515,33799229,PRSS3
chr9,33817565,33920402,UBE2R2
chr9,33921691,34048899,UBAP2
chr9,34086385,34126771,DCAF12
chr9,34179011,34252521,UBAP1
chr9,34252379,34311369,KIF24
chr9,34329504,34343709,NUDT2
chr9,34366668,34376851,KIAA1161
chr9,34379017,34379773,C9orf24
chr9,34398182,34458550,FAM219A
chr9,34457412,34488535,DNAI1
chr9,34521038,34523039,ENHO
chr9,34551430,34589704,CNTFR
chr9,34610483,34612101,RPP25L
chr9,34613548,34615008,DCTN3
chr9,34621376,34628104,ARID3C
chr9,34634719,34637729,SIGMAR1
chr9,34638130,34647143,GALT
chr9,34650699,34661878,IL11RA
chr9,34661877,34664045,CCL27
chr9,34664160,34666046,RP11-195F19.5
chr9,34689564,34691274,CCL19
chr9,34709002,34710121,CCL21
chr9,34723052,34729464,FAM205A
chr9,34957484,34978194,KIAA1045
chr9,34989638,34998428,DNAJB5
chr9,35041092,35045979,C9orf131
chr9,35056061,35073246,VCP
chr9,35073832,35079690,FANCG
chr9,35088685,35096217,PIGO
chr9,35099888,35103154,STOML2
chr9,35104109,35115847,FAM214B
chr9,35161999,35404172,UNC13B
chr9,35490124,35561889,RUSC2
chr9,35561828,35563871,FAM166B
chr9,35605367,35610029,TESK1
chr9,35609530,35619539,CD72
chr9,35649292,35650937,SIT1
chr9,35658301,35661183,CCDC107
chr9,35658872,35675863,ARHGEF39
chr9,35673853,35681156,CA9
chr9,35681989,35689900,TPM2
chr9,35696945,35732392,TLN1
chr9,35732332,35737001,CREB3
chr9,35736863,35749225,GBA2
chr9,35749284,35758572,RGP1
chr9,35752987,35754266,MSMP
chr9,35792151,35809729,NPR2
chr9,35808042,35811071,SPAG8
chr9,35812957,35813767,HINT2
chr9,35814448,35847231,TMEM8B
chr9,35816388,35828744,FAM221B
chr9,35869375,35870461,OR13J1
chr9,35906189,35907138,HRCT1
chr9,35957105,35958151,OR2S2
chr9,36036430,36124448,RECK
chr9,36136739,36162907,GLIPR2
chr9,36169389,36171329,CCIN
chr9,36190920,36212053,CLTA
chr9,36214438,36277053,GNE
chr9,36336393,36400213,RNF38
chr9,36572859,36677503,MELK
chr9,36833272,37034103,PAX5
chr9,37120536,37358146,ZCCHC7
chr9,37422663,37429155,GRHPR
chr9,37438111,37465396,ZBTB5
chr9,37485932,37503694,POLR1E
chr9,37510889,37576250,FBXO10
chr9,37512544,37588871,RP11-613M10.8
chr9,37582643,37592466,TOMM5
chr9,37588410,38068684,RP11-613M10.9
chr9,37650997,37746901,FRMPD1
chr9,37753814,37763754,TRMT10B
chr9,37766975,37785058,EXOSC3
chr9,37800499,37863322,DCAF10
chr9,37879400,37904350,SLC25A51
chr9,37919131,38069208,SHB
chr9,38392661,38398658,ALDH1B1
chr9,38408991,38424444,IGFBPL1
chr9,38540564,38542762,ANKRD18A
chr9,39072764,39288135,CNTNAP3
chr9,39355699,39361956,SPATA31A1
chr9,39884975,39891210,SPATA31A2
chr9,40028620,40032417,AL353791.1
chr9,40700291,40706537,SPATA31A3
chr9,40760700,40836415,ZNF658
chr9,41321107,41327364,SPATA31A4
chr9,41500679,41506925,SPATA31A5
chr9,42368303,42411410,ANKRD20A2
chr9,42409989,42419103,RP11-146D12.2
chr9,42668608,42714594,CBWD7
chr9,42717234,42720342,FOXD4L2
chr9,43064966,43091472,ANKRD20A3
chr9,43624507,43630730,SPATA31A6
chr9,43684902,43924049,CNTNAP3B
chr9,44867571,44870528,RP11-160N1.10
chr9,44990314,44991483,FAM27C
chr9,45727107,45728274,FAM27A
chr9,45733559,45734896,FAM27E2
chr9,46385691,46387031,FAM27E1
chr9,46389110,46391556,FAM27D1
chr9,47295855,47314222,AL953854.2
chr9,65503363,65509610,SPATA31A7
chr9,67784944,67786624,FAM27E3
chr9,67792938,67794111,FAM27B
chr9,67926761,67969840,ANKRD20A1
chr9,67968793,67987998,RP11-195B21.3
chr9,69199480,69202204,FOXD4L6
chr9,69204538,69229650,CBWD6
chr9,69381812,69425560,ANKRD20A4
chr9,70175707,70178815,FOXD4L5
chr9,70426623,70429731,FOXD4L4
chr9,70432004,70490246,CBWD5
chr9,70856397,70914929,CBWD3
chr9,70917276,70920000,FOXD4L3
chr9,70971815,71081471,PGM5
chr9,71151496,71155783,TMEM252
chr9,71320616,71624091,PIP5K1B
chr9,71394964,71398609,FAM122A
chr9,71627469,71629039,PRKACG
chr9,71650175,71689129,FXN
chr9,71766562,71833455,TJP2
chr9,71939488,72007370,FAM189A2
chr9,72042446,72287222,APBA1
chr9,72324438,72374857,PTAR1
chr9,72435709,72521148,C9orf135
chr9,72658497,72841886,MAMDC2
chr9,72873937,72969804,SMC5
chr9,72999503,73029540,KLF9
chr9,73149949,73736514,TRPM3
chr9,74298282,74383800,TMEM2
chr9,74477368,74525847,ABHD17B
chr9,74526426,74588068,C9orf85
chr9,74666292,74675521,C9orf57
chr9,74764369,74868476,GDA
chr9,74966341,74980163,ZFAND5
chr9,75136717,75451267,TMC1
chr9,75515578,75567971,ALDH1A1
chr9,75766673,75785309,ANXA1
chr9,77112281,77302109,RORB
chr9,77337411,77503010,TRPM6
chr9,77561497,77567802,C9orf40
chr9,77595936,77643310,C9orf41
chr9,77675489,77703106,NMRK1
chr9,77703459,77762181,OSTF1
chr9,78505586,78790478,PCSK5
chr9,79000433,79009421,RFK
chr9,79034766,79117332,GCNT1
chr9,79226292,79307109,PRUNE2
chr9,79634571,79635869,FOXB2
chr9,79792269,79997922,VPS13A
chr9,80037995,80263223,GNA14
chr9,80331003,80646374,GNAQ
chr9,80850978,80894606,CEP78
chr9,80912059,80944370,PSAT1
chr9,82186688,82340414,TLE4
chr9,84198598,84304220,TLE1
chr9,84603687,84610171,SPATA31D1
chr9,85594500,85678043,RASEF
chr9,85857905,85882202,FRMD3
chr9,86237964,86259045,IDNK
chr9,86274878,86323118,UBQLN1
chr9,86354336,86432657,GKAP1
chr9,86451613,86536342,KIF27
chr9,86553226,86571632,C9orf64
chr9,86582998,86595519,HNRNPK
chr9,86595626,86617148,RMI1
chr9,86890372,86955598,SLC28A3
chr9,87284693,87492813,NTRK2
chr9,88161457,88356733,AGTPBP1
chr9,88556061,88637213,NAA35
chr9,88641061,88714473,GOLM1
chr9,88835180,88874572,C9orf153
chr9,88879461,88897444,ISCA1
chr9,88902648,88969325,ZCCHC6
chr9,89559279,89562104,GAS1
chr9,89763559,89774471,C9orf170
chr9,90112143,90323546,DAPK1
chr9,90340434,90346307,CTSL1
chr9,90497741,90503814,SPATA31E1
chr9,90581356,90589600,CDK20
chr9,91003334,91093609,SPIN1
chr9,91150020,91159895,NXNL2
chr9,91605778,91611055,C9orf47
chr9,91606362,91619925,S1PR3
chr9,91628060,91793682,SHC3
chr9,91926113,91931618,CKS2
chr9,91933421,91974557,SECISBP2
chr9,91975702,92112953,SEMA4D
chr9,92219928,92221470,GADD45G
chr9,93372114,93405386,DIRAS2
chr9,93564069,93660831,SYK
chr9,93976097,94124195,AUH
chr9,94171327,94186144,NFIL3
chr9,94325373,94711162,ROR2
chr9,94794281,94877658,SPTLC1
chr9,94972489,95055982,IARS
chr9,95059640,95087838,NOL8
chr9,95087766,95382815,CENPP
chr9,95146249,95166841,OGN
chr9,95176527,95186743,OMD
chr9,95218487,95244788,ASPN
chr9,95257594,95298337,ECM2
chr9,95375466,95432547,IPPK
chr9,95473645,95527094,BICD2
chr9,95608351,95640290,ZNF484
chr9,95709733,95798518,FGD3
chr9,95820989,95847420,SUSD3
chr9,95858500,95875564,C9orf89
chr9,95883771,95896570,NINJ1
chr9,95947198,96021357,WNK2
chr9,96080481,96108696,C9orf129
chr9,96208776,96213806,FAM120AOS
chr9,96214004,96328389,FAM120A
chr9,96338689,96441865,PHF2
chr9,96713905,96717654,BARX1
chr9,96793076,96872138,PTPDC1
chr9,97021593,97063736,ZNF169
chr9,97080478,97090926,NUTMF
chr9,97136833,97223324,HIATL1
chr9,97321002,97356075,FBP2
chr9,97365415,97401789,FBP1
chr9,97488983,97694115,C9orf3
chr9,97861336,98079984,FANCC
chr9,98205262,98270943,PTCH1
chr9,98637983,98731122,ERCC6L2
chr9,98997588,99002186,HSD17B3
chr9,99082988,99086451,SLC35D2
chr9,99148223,99180611,ZNF367
chr9,99212483,99253618,HABP4
chr9,99252523,99382112,CDC14B
chr9,99401859,99417030,AAED1
chr9,99518147,99540338,ZNF510
chr9,99578754,99616770,ZNF782
chr9,99690592,99702535,NUTMG
chr9,99708327,99775862,HIATL2
chr9,99794940,99801592,CTSL2
chr9,100069586,100071775,CCDC180
chr9,100174232,100258407,TDRD7
chr9,100263462,100364023,TMOD1
chr9,100362362,100365437,TSTD2
chr9,100395908,100436030,NCBP1
chr9,100437191,100459575,XPA
chr9,100615536,100618986,FOXE1
chr9,100666771,100684852,C9orf156
chr9,100689073,100707138,HEMGN
chr9,100745643,100778225,ANP32B
chr9,100819021,100845357,NANS
chr9,100831557,100881492,TRIM14
chr9,100883257,100935166,CORO2A
chr9,100961311,100975832,TBC1D2
chr9,101050391,101471479,GABBR2
chr9,101493611,101539708,ANKS6
chr9,101569981,101612363,GALNT12
chr9,101705461,101706470,COL15A1
chr9,101866320,101895008,TGFBR1
chr9,101978708,101984224,ALG2
chr9,101984346,101992897,SEC61B
chr9,102067394,102068893,RP11-13B9.3
chr9,102584137,102596341,NR4A3
chr9,102668915,102732618,STX17
chr9,102741461,102861322,ERP44
chr9,102861538,103063282,INVS
chr9,103064366,103115221,TEX10
chr9,103189438,103213511,MSANTD3
chr9,103204553,103339918,MSANTD3-TMEFF1
chr9,103235395,103339918,TMEFF1
chr9,103340361,103350188,MURC
chr9,103790991,104087417,LPPR1
chr9,104123786,104133757,BAAT
chr9,104149915,104160896,MRPL50
chr9,104161155,104172942,ZNF189
chr9,104182860,104198105,ALDOB
chr9,104235453,104249399,TMEM246
chr9,104296133,104325622,RNF20
chr9,104331635,104500862,GRIN3A
chr9,104353897,104357283,PPP3R2
chr9,105757593,105780770,CYLC2
chr9,106856541,106903690,SMC2
chr9,107266455,107267547,OR13F1
chr9,107288534,107289490,OR13C4
chr9,107298030,107299137,OR13C3
chr9,107331449,107332411,OR13C8
chr9,107360650,107361788,OR13C5
chr9,107366924,107367951,OR13C2
chr9,107379529,107380485,OR13C9
chr9,107456660,107457766,OR13D1
chr9,107509969,107522403,NIPSNAP3A
chr9,107526438,107539738,NIPSNAP3B
chr9,107543283,107690518,ABCA1
chr9,108006903,108159627,SLC44A1
chr9,108210077,108293244,FSD1L
chr9,108320411,108398519,FKTN
chr9,108424738,108425367,TAL2
chr9,108456825,108468034,TMEM38B
chr9,109625378,109775915,ZNF462
chr9,110045418,110068871,RAD23B
chr9,110247133,110250728,KLF4
chr9,111616871,111619239,ACTL7B
chr9,111624603,111626035,ACTL7A
chr9,111629797,111655363,IKBKAP
chr9,111696461,111703235,FAM206A
chr9,111704851,111775802,CTNNAL1
chr9,111777432,111882225,TMEM245
chr9,111899167,111929571,FRRS1L
chr9,111934255,112083244,EPB41L4B
chr9,112137980,112260586,PTPN3
chr9,112403068,112708983,PALM2
chr9,112542589,112934792,PALM2-AKAP2
chr9,112810878,112932189,AKAP2
chr9,112952328,112969760,C9orf152
chr9,113006091,113018746,TXN
chr9,113065869,113100088,TXNDC8
chr9,113127536,113190038,SVEP1
chr9,113431051,113563278,MUSK
chr9,113635543,113800323,LPAR1
chr9,114089763,114090713,OR2K2
chr9,114122972,114246637,KIAA0368
chr9,114287439,114340124,ZNF483
chr9,114324857,114341180,PTGR1
chr9,114393632,114416631,DNAJC25
chr9,114393666,114432509,DNAJC25-GNG10
chr9,114423615,114432526,GNG10
chr9,114448453,114521813,C9orf84
chr9,114659046,114697649,UGCG
chr9,114803065,114937465,SUSD1
chr9,114980715,115095947,PTBP3
chr9,115142217,115234690,HSDL2
chr9,115246722,115249484,C9orf147
chr9,115249127,115431677,KIAA1958
chr9,115446206,115480516,INIP
chr9,115513118,115637267,SNX30
chr9,115641200,115653193,SLC46A2
chr9,115800660,115818996,ZFP37
chr9,115913222,115926417,SLC31A2
chr9,115923286,115983598,FKBP15
chr9,115983842,116026772,SLC31A1
chr9,116018115,116037829,CDC26
chr9,116037623,116055185,PRPF4
chr9,116059373,116061476,RNF183
chr9,116075502,116102549,WDR31
chr9,116111821,116133513,BSPRY
chr9,116135699,116138455,HDHD3
chr9,116148597,116163613,ALAD
chr9,116169515,116172623,POLE3
chr9,116172334,116183431,C9orf43
chr9,116207011,116360018,RGS3
chr9,116638562,116812501,ZNF618
chr9,116822407,116840752,AMBP
chr9,116848406,116856197,KIF12
chr9,116917840,117074791,COL27A1
chr9,117085336,117088755,ORM1
chr9,117092149,117095532,ORM2
chr9,117096436,117156685,AKNA
chr9,117164360,117265453,DFNB31
chr9,117350026,117360653,ATP6V1G1
chr9,117373486,117406441,C9orf91
chr9,117551600,117554388,TNFSF15
chr9,117656003,117666588,TNFSF8
chr9,117782813,117880536,TNC
chr9,117904097,118164923,1-Dec
chr9,118916083,119164601,PAPPA
chr9,119187507,119449494,ASTN2
chr9,119449581,119463577,TRIM32
chr9,120466610,120478053,TLR4
chr9,121915736,121971164,DBC1
chr9,122257653,122286403,RP11-295D22.1
chr9,123151148,123342436,CDK5RAP2
chr9,123363091,123476748,MEGF9
chr9,123514256,123538933,FBXW2
chr9,123577774,123586796,PSMD5
chr9,123617977,123639606,PHF19
chr9,123664671,123691047,TRAF1
chr9,123714616,123812554,C5
chr9,123837141,123880849,CNTRL
chr9,123940415,123964147,RAB14
chr9,123970078,124095121,GSN
chr9,124101355,124132483,STOM
chr9,124329336,124522506,DAB2IP
chr9,124584246,124585139,TTLL11
chr9,124906337,124922098,NDUFA8
chr9,124922190,124962367,MORN5
chr9,124964856,124989865,LHX6
chr9,124999903,125027118,RBM18
chr9,125026935,125085743,MRRF
chr9,125133359,125155457,PTGS1
chr9,125239220,125240235,OR1J1
chr9,125273081,125274022,OR1J2
chr9,125281420,125282361,OR1J4
chr9,125288637,125289572,OR1N1
chr9,125315391,125316493,OR1N2
chr9,125329778,125330838,OR1L8
chr9,125376948,125378026,OR1Q1
chr9,125390858,125391852,OR1B1
chr9,125423995,125424927,OR1L1
chr9,125437315,125438432,OR1L3
chr9,125486269,125487204,OR1L4
chr9,125512127,125513062,OR1L6
chr9,125551150,125552237,OR5C1
chr9,125560668,125588965,PDCL
chr9,125562370,125563395,OR1K1
chr9,125606835,125660389,RC3H2
chr9,125670335,125675609,ZBTB6
chr9,125677845,125693779,ZBTB26
chr9,125703112,125865547,RABGAP1
chr9,125796806,125797975,GPR21
chr9,125871779,125884502,STRBP
chr9,126118449,126136378,CRB2
chr9,126141933,126560794,DENND1A
chr9,126763949,126777640,LHX2
chr9,127019885,127115586,NEK6
chr9,127115745,127177570,PSMB7
chr9,127213423,127239379,GPR144
chr9,127243516,127269709,NR5A1
chr9,127279554,127533556,NR6A1
chr9,127539437,127566515,OLFML2A
chr9,127615755,127620160,WDR38
chr9,127620159,127624194,RPL35
chr9,127624409,127640003,ARPC5L
chr9,127640646,127703378,GOLGA1
chr9,127714380,127905775,SCAI
chr9,127908852,127952097,PPP6C
chr9,127962824,127984666,RABEPK
chr9,127997132,128003609,HSPA5
chr9,128024073,128104143,GAPVD1
chr9,128199672,128469510,MAPKAP1
chr9,128509624,128729656,PBX3
chr9,129089128,129269320,MVB12B
chr9,129376722,129458730,LMX1B
chr9,129567294,129600489,ZBTB43
chr9,129622944,129648157,ZBTB34
chr9,129677053,129985443,RALGPS1
chr9,129849611,129885162,ANGPTL2
chr9,129986544,130095365,GARNL3
chr9,130159421,130170177,SLC2A8
chr9,130186661,130207651,ZNF79
chr9,130209953,130213684,RPL12
chr9,130213784,130265778,LRSAM1
chr9,130267618,130341268,FAM129B
chr9,130374544,130454995,STXBP1
chr9,130469268,130476300,C9orf117
chr9,130475772,130478282,PTRH1
chr9,130478345,130493879,TTC16
chr9,130493803,130497571,TOR2A
chr9,130500596,130533717,SH2D3C
chr9,130547958,130549854,CDK9
chr9,130556876,130569961,FPGS
chr9,130577291,130617035,ENG
chr9,130628759,130640022,AK1
chr9,130647600,130661932,ST6GALNAC6
chr9,130670165,130679305,ST6GALNAC4
chr9,130683158,130693076,PIP5KL1
chr9,130697378,130700105,DPM2
chr9,130702858,130742792,FAM102A
chr9,130823512,130826021,NAIF1
chr9,130830480,130871523,SLC25A25
chr9,130882972,130890741,PTGES2
chr9,130911350,130915412,LCN2
chr9,130922539,130926207,C9orf16
chr9,130928343,130931740,CIZ1
chr9,130965658,131016441,DNM1
chr9,131018108,131038268,GOLGA2
chr9,131037658,131051012,SWI5
chr9,131071382,131085021,TRUB2
chr9,131084815,131096351,COQ4
chr9,131102925,131123496,SLC27A4
chr9,131133598,131153013,URM1
chr9,131174030,131185542,CERCAM
chr9,131217465,131233625,ODF2
chr9,131266979,131304567,GLE1
chr9,131314869,131395941,SPTAN1
chr9,131395940,131419066,WDR34
chr9,131445703,131446270,SET
chr9,131464802,131483197,PKN3
chr9,131483148,131486385,ZDHHC12
chr9,131492065,131534172,ZER1
chr9,131549483,131572711,TBC1D13
chr9,131580753,131584956,ENDOG
chr9,131581930,131592100,C9orf114
chr9,131595221,131644315,CCBL1
chr9,131644391,131680318,LRRC8A
chr9,131683174,131704316,PHYHD1
chr9,131703757,131719300,RP11-101E3.5
chr9,131707809,131709898,DOLK
chr9,131709978,131769375,NUP188
chr9,131769315,131790579,SH3GLB2
chr9,131798900,131804679,FAM73B
chr9,131843379,131852714,DOLPP1
chr9,131857089,131873083,CRAT
chr9,131873229,131911223,PPP2R4
chr9,131937835,131940540,IER5L
chr9,132371163,132398209,NTMT1
chr9,132374504,132383055,C9orf50
chr9,132399171,132404403,ASB6
chr9,132427920,132484875,PRRX2
chr9,132500610,132515298,PTGES
chr9,132565432,132573560,TOR1B
chr9,132575223,132586413,TOR1A
chr9,132589569,132597554,C9orf78
chr9,132596977,132614915,USP20
chr9,132649466,132805441,FNBP1
chr9,132815705,132902443,GPR107
chr9,132934857,132999583,NCS1
chr9,133046882,133072340,HMCN2
chr9,133320316,133376661,ASS1
chr9,133454352,133457473,FUBP3
chr9,133539981,133558368,PRDM12
chr9,133569108,133579161,EXOSC2
chr9,133589333,133761070,ABL1
chr9,133768815,133769225,QRFP
chr9,133777827,133805366,FIBCD1
chr9,133884469,133968446,LAMC3
chr9,133971917,133998532,AIF1L
chr9,134000948,134110057,NUP214
chr9,134133463,134140102,FAM78A
chr9,134165081,134184649,PPAPDC3
chr9,134269480,134375584,PRRC2B
chr9,134378289,134399193,POMT1
chr9,134399188,134406566,UCK1
chr9,134452157,134612925,RAPGEF1
chr9,134735494,134955253,MED27
chr9,135037334,135119921,NTNG2
chr9,135136743,135150769,SETX
chr9,135251008,135282209,TTF1
chr9,135285430,135388793,C9orf171
chr9,135457572,135465653,BARHL1
chr9,135468384,135487700,DDX31
chr9,135545422,135554697,GTF3C4
chr9,135600965,135754164,AK8
chr9,135753414,135765418,C9orf9
chr9,135766735,135820008,TSC1
chr9,135820938,135867074,GFI1B
chr9,135906076,135933888,GTF3C5
chr9,135937365,135947248,CEL
chr9,135973107,135984179,RALGDS
chr9,136028340,136039306,GBGT1
chr9,136080664,136084628,OBP2B
chr9,136197552,136203235,SURF6
chr9,136205160,136214558,MED22
chr9,136215069,136218281,RPL7A
chr9,136218610,136223361,SURF1
chr9,136223428,136228045,SURF2
chr9,136228325,136242970,SURF4
chr9,136243238,136271220,C9orf96
chr9,136271186,136282919,REXO4
chr9,136279478,136324508,ADAMTS13
chr9,136325089,136335970,CACFD1
chr9,136336217,136344218,SLC2A6
chr9,136379708,136390068,TMEM8C
chr9,136397286,136440641,ADAMTSL2
chr9,136444079,136451319,FAM163B
chr9,136501482,136524466,DBH
chr9,136528682,136605042,SARDH
chr9,136627016,136857403,VAV2
chr9,136895427,136933139,BRD3
chr9,137001210,137025090,WDR5
chr9,137208944,137298240,RXRA
chr9,137533620,137736686,COL5A1
chr9,137772658,137779366,FCN2
chr9,137801431,137809809,FCN1
chr9,137967268,137969237,OLFM1
chr9,138235095,138238408,C9orf62
chr9,138370925,138380739,PPP1R26
chr9,138387027,138391718,C9orf116
chr9,138391830,138396519,MRPS2
chr9,138413284,138418378,LCN1
chr9,138437985,138441802,OBP2A
chr9,138453602,138458622,PAEP
chr9,138515502,138531386,GLT6D1
chr9,138555168,138557949,LCN9
chr9,138585253,138591374,SOHLH1
chr9,138594031,138684992,KCNT1
chr9,138700333,138799070,CAMSAP1
chr9,138824815,138853226,UBAC1
chr9,138898383,138942426,NACC2
chr9,139006427,139010709,C9orf69
chr9,139088096,139095004,LHX3
chr9,139098179,139137687,QSOX2
chr9,139221932,139236288,GPSM1
chr9,139253932,139258171,DNLZ
chr9,139256355,139268096,CARD9
chr9,139270029,139293249,SNAPC4
chr9,139296377,139304979,SDCCAG3
chr9,139305110,139311007,PMPCA
chr9,139323071,139334274,INPP5E
chr9,139334553,139338534,SEC16A
chr9,139377947,139380518,C9orf163
chr9,139388896,139440314,NOTCH1
chr9,139553308,139567130,EGFL7
chr9,139567595,139581850,AGPAT2
chr9,139607022,139618502,FAM69B
chr9,139632619,139642905,LCN6
chr9,139632619,139636456,LCN10
chr9,139648838,139651507,LCN8
chr9,139654086,139658916,LCN15
chr9,139685807,139687709,TMEM141
chr9,139690802,139702193,KIAA1984
chr9,139694818,139723918,RABL6
chr9,139743176,139745474,PHPT1
chr9,139745395,139755249,MAMDC4
chr9,139756571,139760737,EDF1
chr9,139776364,139802670,TRAF2
chr9,139834887,139837120,FBXW5
chr9,139839698,139840813,C8G
chr9,139844003,139847526,LCN12
chr9,139863695,139866442,C9orf141
chr9,139871957,139874671,PTGDS
chr9,139876356,139880210,LCNL1
chr9,139886870,139888428,C9orf142
chr9,139889087,139890199,CLIC3
chr9,139901686,139922642,ABCA2
chr9,139921916,139931234,C9orf139
chr9,139924626,139927462,FUT7
chr9,139933922,139938544,NPDC1
chr9,139942550,139948497,ENTPD2
chr9,139956581,139965040,SAPCD2
chr9,139971953,139978990,UAP1L1
chr9,139981379,140003635,MAN1B1
chr9,140004994,140009170,DPP7
chr9,140032842,140063207,GRIN1
chr9,140063210,140064503,LRRC26
chr9,140065310,140066201,TMEM210
chr9,140069236,140071524,ANAPC2
chr9,140083099,140084822,SSNA1
chr9,140086069,140094557,TPRN
chr9,140098534,140100090,TMEM203
chr9,140100147,140111461,NDOR1
chr9,140114707,140116033,RNF208
chr9,140119087,140120763,C9orf169
chr9,140125209,140131006,SLC34A3
chr9,140135665,140138159,TUBB4B
chr9,140138036,140142222,FAM166A
chr9,140149625,140167998,NELFB
chr9,140172201,140177093,TOR4A
chr9,140194083,140196703,NRARP
chr9,140201348,140261084,EXD3
chr9,140317802,140328858,NOXA1
chr9,140328816,140335901,ENTPD8
chr9,140342022,140351989,NSMF
chr9,140354404,140409961,PNPLA7
chr9,140445651,140447007,MRPL41
chr9,140449356,140459451,WDR85
chr9,140476531,140484942,ZMYND19
chr9,140500106,140509810,ARRDC1
chr9,140509784,140513265,C9orf37
chr9,140513444,140678845,EHMT1
chr9,140772241,141016631,CACNA1B
chr10,92832,95241,TUBB8
chr10,180405,283591,ZMYND11
chr10,320130,735606,DIP2C
chr10,695888,698593,PRR26
chr10,855484,931702,LARP4B
chr10,1034338,1065876,GTPBP4
chr10,1064847,1071799,IDI2
chr10,1085848,1095110,IDI1
chr10,1095478,1178237,WDR37
chr10,1228073,1779670,ADARB2
chr10,3109712,3178985,PFKP
chr10,3179920,3180807,PITRM1
chr10,3818188,3822409,KLF6
chr10,4828821,4879775,AKR1E2
chr10,5005445,5020142,AKR1C1
chr10,5029967,5046215,AKR1C2
chr10,5077546,5144402,AKR1C3
chr10,5196335,5202135,AKR1CL1
chr10,5237425,5238885,AKR1C4
chr10,5406972,5416169,UCN3
chr10,5435061,5446793,TUBAL3
chr10,5454514,5500426,NET1
chr10,5540658,5541533,CALML5
chr10,5566924,5568225,CALML3
chr10,5680830,5683775,ASB13
chr10,5726801,5805703,FAM208B
chr10,5807186,5855512,GDI2
chr10,5903580,5931861,ANKRD16
chr10,5932194,5979556,FBXO18
chr10,5990855,6002530,IL15RA
chr10,6052652,6104288,IL2RA
chr10,6130950,6158843,RBM17
chr10,6186897,6277495,PFKFB3
chr10,6469105,6622263,PRKCQ
chr10,7200586,7451303,SFMBT2
chr10,7601232,7708934,ITIH5
chr10,7745232,7791483,ITIH2
chr10,7795188,7808066,KIN
chr10,7830092,7849778,ATP5C1
chr10,7860467,8058590,TAF3
chr10,8095567,8097516,GATA3
chr10,10969021,10988765,LINC00710
chr10,11060106,11373245,CELF2
chr10,11502511,11653753,USP6NL
chr10,11784365,11806069,ECHDC3
